Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;cpro;typeflag
2020;;Abr;2.0;48.0;0.0;156.5;122.729166;;;14.0;64.0;01;1
2020;;Mar;3.0;30.0;0.0;143.666666;113.366666;;;35.0;68.0;01;1
2020;;Feb;4.0;8.0;0.0;146.25;117.5;;;16.0;28.0;01;1
2020;;Ene;7.0;20.0;0.0;206.857142;127.8;;;21.0;48.0;01;1
2019;;Dic;2.0;32.0;0.0;203.0;183.21875;;;15.0;49.0;01;1
2019;;Nov;5.0;7.0;0.0;190.8;165.857142;;;13.0;25.0;01;1
2019;;Oct;5.0;56.0;0.0;166.2;96.357142;;;31.0;92.0;01;1
2019;;Sep;2.0;42.0;0.0;130.0;90.809523;;;25.0;69.0;01;1
2019;;Ago;5.0;0.0;0.0;163.2;0.0;;;8.0;13.0;01;1
2019;;Jul;2.0;64.0;0.0;163.5;100.609375;;;21.0;87.0;01;1
2019;;Jun;6.0;100.0;0.0;165.166666;116.05;;;22.0;128.0;01;1
2019;;May;5.0;66.0;0.0;198.4;165.075757;;;26.0;97.0;01;1
2019;;Abr;12.0;46.0;0.0;150.083333;94.47826;;;15.0;73.0;01;1
2019;;Mar;3.0;52.0;0.0;213.0;128.423076;;;17.0;72.0;01;1
2019;;Feb;7.0;39.0;0.0;171.142857;105.641025;;;13.0;59.0;01;1
2019;;Ene;4.0;48.0;0.0;198.25;132.895833;;;28.0;80.0;01;1
2018;;Dic;4.0;178.0;0.0;130.25;103.634831;;;13.0;195.0;01;1
2018;;Nov;2.0;26.0;0.0;284.0;117.0;;;19.0;47.0;01;1
2018;;Oct;22.0;27.0;0.0;151.136363;103.703703;;;22.0;71.0;01;1
2018;;Sep;19.0;46.0;0.0;136.894736;111.173913;;;28.0;93.0;01;1
2018;;Ago;3.0;0.0;0.0;168.333333;0.0;;;13.0;16.0;01;1
2018;;Jul;10.0;21.0;0.0;211.7;144.761904;;;21.0;52.0;01;1
2018;;Jun;13.0;110.0;0.0;118.615384;97.190909;;;17.0;140.0;01;1
2018;;May;6.0;30.0;0.0;180.666666;86.5;;;25.0;61.0;01;1
2018;;Abr;10.0;14.0;0.0;172.5;63.142857;;;16.0;40.0;01;1
2018;;Mar;9.0;65.0;0.0;128.0;127.476923;;;29.0;103.0;01;1
2018;;Feb;0.0;0.0;0.0;0.0;0.0;;;3.0;3.0;01;1
2018;;Ene;7.0;15.0;0.0;139.571428;92.0;;;8.0;30.0;01;1
2017;;Dic;6.0;0.0;0.0;153.666666;0.0;;;13.0;19.0;01;1
2017;;Nov;1.0;1.0;0.0;180.0;548.0;;;17.0;19.0;01;1
2017;;Oct;9.0;42.0;0.0;132.111111;121.714285;;;17.0;68.0;01;1
2017;;Sep;5.0;50.0;0.0;184.4;97.04;;;17.0;72.0;01;1
2017;;Ago;9.0;0.0;0.0;199.555555;0.0;;;5.0;14.0;01;1
2017;;Jul;10.0;62.0;0.0;206.6;113.0;;;20.0;92.0;01;1
2017;;Jun;3.0;46.0;0.0;137.0;123.782608;;;18.0;67.0;01;1
2017;;May;5.0;114.0;0.0;165.8;138.692982;;;19.0;138.0;01;1
2017;;Abr;3.0;0.0;0.0;315.0;0.0;;;18.0;21.0;01;1
2017;;Mar;10.0;0.0;0.0;172.7;0.0;;;21.0;31.0;01;1
2017;;Feb;13.0;123.0;0.0;148.153846;96.601626;;;22.0;158.0;01;1
2017;;Ene;8.0;6.0;0.0;142.0;146.0;;;13.0;27.0;01;1
2016;;Dic;4.0;0.0;0.0;223.0;0.0;;;14.0;18.0;01;1
2016;;Nov;4.0;44.0;0.0;201.25;121.272727;;;21.0;69.0;01;1
2016;;Oct;6.0;0.0;0.0;215.666666;0.0;;;24.0;30.0;01;1
2016;;Sep;8.0;0.0;0.0;146.75;0.0;;;27.0;35.0;01;1
2016;;Ago;2.0;0.0;0.0;150.0;0.0;;;8.0;10.0;01;1
2016;;Jul;8.0;58.0;0.0;205.375;110.517241;;;30.0;96.0;01;1
2016;;Jun;6.0;15.0;0.0;248.833333;73.8;;;28.0;49.0;01;1
2016;;May;4.0;40.0;0.0;175.0;115.4;;;33.0;77.0;01;1
2016;;Abr;6.0;14.0;0.0;194.166666;144.785714;;;17.0;37.0;01;1
2016;;Mar;7.0;0.0;0.0;182.0;0.0;;;11.0;18.0;01;1
2016;;Feb;6.0;0.0;0.0;198.0;0.0;;;22.0;28.0;01;1
2016;;Ene;5.0;31.0;0.0;216.4;132.677419;;;20.0;56.0;01;1
2015;;Dic;2.0;87.0;0.0;157.5;160.724137;;;11.0;100.0;01;1
2015;;Nov;4.0;21.0;0.0;155.0;58.47619;;;15.0;40.0;01;1
2015;;Oct;4.0;83.0;0.0;197.0;140.168674;;;29.0;116.0;01;1
2015;;Sep;1.0;22.0;0.0;238.0;119.090909;;;29.0;52.0;01;1
2015;;Ago;3.0;0.0;0.0;277.333333;0.0;;;2.0;5.0;01;1
2015;;Jul;6.0;69.0;0.0;278.166666;131.652173;;;32.0;107.0;01;1
2015;;Jun;6.0;46.0;0.0;201.333333;103.434782;;;33.0;85.0;01;1
2015;;May;7.0;5.0;0.0;161.571428;150.0;;;21.0;33.0;01;1
2015;;Abr;12.0;0.0;0.0;143.25;0.0;;;23.0;35.0;01;1
2015;;Mar;3.0;30.0;0.0;253.333333;126.566666;;;25.0;58.0;01;1
2015;;Feb;3.0;43.0;0.0;184.0;119.139534;;;24.0;70.0;01;1
2015;;Ene;4.0;20.0;0.0;220.0;140.1;;;25.0;49.0;01;1
2014;;Dic;3.0;4.0;0.0;137.333333;104.25;;;8.0;15.0;01;1
2014;;Nov;3.0;0.0;0.0;235.0;0.0;;;13.0;16.0;01;1
2014;;Oct;1.0;16.0;0.0;207.0;112.25;;;28.0;45.0;01;1
2014;;Sep;7.0;36.0;0.0;195.857142;98.666666;;;25.0;68.0;01;1
2014;;Ago;0.0;0.0;0.0;0.0;0.0;;;11.0;11.0;01;1
2014;;Jul;10.0;18.0;0.0;205.1;257.666666;;;26.0;54.0;01;1
2014;;Jun;6.0;0.0;0.0;248.5;0.0;;;22.0;28.0;01;1
2014;;May;9.0;16.0;0.0;225.333333;131.25;;;20.0;45.0;01;1
2014;;Abr;8.0;0.0;0.0;227.375;0.0;;;11.0;19.0;01;1
2014;;Mar;2.0;58.0;0.0;188.0;104.793103;;;15.0;75.0;01;1
2014;;Feb;6.0;5.0;0.0;237.5;107.8;;;18.0;29.0;01;1
2014;;Ene;2.0;0.0;0.0;203.5;0.0;;;14.0;16.0;01;1
2013;;Dic;5.0;0.0;0.0;196.0;0.0;;;20.0;25.0;01;1
2013;;Nov;5.0;0.0;0.0;191.8;0.0;;;26.0;31.0;01;1
2013;;Oct;5.0;18.0;0.0;228.8;75.833333;;;28.0;51.0;01;1
2013;;Sep;7.0;0.0;0.0;223.714285;0.0;;;14.0;21.0;01;1
2013;;Ago;3.0;0.0;0.0;232.0;0.0;;;10.0;13.0;01;1
2013;;Jul;4.0;10.0;0.0;181.75;198.8;;;21.0;35.0;01;1
2013;;Jun;6.0;34.0;0.0;244.666666;106.411764;;;22.0;62.0;01;1
2013;;May;4.0;44.0;0.0;217.25;114.15909;;;17.0;65.0;01;1
2013;;Abr;11.0;37.0;0.0;236.272727;95.756756;;;31.0;79.0;01;1
2013;;Mar;3.0;21.0;0.0;180.666666;70.0;;;30.0;54.0;01;1
2013;;Feb;2.0;16.0;0.0;200.5;111.875;;;23.0;41.0;01;1
2013;;Ene;6.0;16.0;0.0;243.333333;94.9375;;;14.0;36.0;01;1
2012;;Dic;5.0;21.0;0.0;275.0;86.47619;;;22.0;48.0;01;1
2012;;Nov;9.0;0.0;0.0;186.222222;0.0;;;21.0;30.0;01;1
2012;;Oct;7.0;0.0;0.0;240.714285;0.0;;;23.0;30.0;01;1
2012;;Sep;6.0;11.0;0.0;195.166666;115.454545;;;29.0;46.0;01;1
2012;;Ago;3.0;0.0;0.0;265.0;0.0;;;14.0;17.0;01;1
2012;;Jul;5.0;53.0;0.0;229.4;128.0;;;21.0;79.0;01;1
2012;;Jun;7.0;59.0;0.0;211.142857;123.728813;;;20.0;86.0;01;1
2012;;May;6.0;0.0;0.0;198.666666;0.0;;;16.0;22.0;01;1
2012;;Abr;8.0;78.0;0.0;427.125;88.25641;;;11.0;97.0;01;1
2012;;Mar;8.0;0.0;0.0;202.25;0.0;;;20.0;28.0;01;1
2012;;Feb;0.0;20.0;0.0;0.0;123.95;;;18.0;38.0;01;1
2012;;Ene;3.0;94.0;0.0;264.0;99.978723;;;12.0;109.0;01;1
2011;;Dic;5.0;204.0;0.0;281.2;97.882352;;;10.0;219.0;01;1
2011;;Nov;7.0;18.0;0.0;300.571428;137.222222;;;14.0;39.0;01;1
2011;;Oct;5.0;16.0;0.0;230.0;114.5625;;;19.0;40.0;01;1
2011;;Sep;16.0;316.0;0.0;299.8125;97.968354;;;19.0;351.0;01;1
2011;;Ago;0.0;72.0;0.0;0.0;99.055555;;;4.0;76.0;01;1
2011;;Jul;5.0;69.0;0.0;306.4;108.855072;;;18.0;92.0;01;1
2011;;Jun;7.0;90.0;0.0;374.285714;108.466666;;;13.0;110.0;01;1
2011;;May;8.0;96.0;0.0;246.25;93.489583;;;19.0;123.0;01;1
2011;;Abr;4.0;192.0;0.0;225.75;97.1875;;;17.0;213.0;01;1
2011;;Mar;2.0;48.0;0.0;451.0;111.270833;;;25.0;75.0;01;1
2011;;Feb;7.0;174.0;0.0;206.428571;96.327586;;;19.0;200.0;01;1
2011;;Ene;3.0;7.0;0.0;383.0;84.142857;;;9.0;19.0;01;1
2010;;Dic;1.0;294.0;0.0;138.0;125.622448;;;10.0;305.0;01;1
2010;;Nov;3.0;50.0;0.0;270.666666;101.96;;;20.0;73.0;01;1
2010;;Oct;6.0;401.0;0.0;202.5;100.306733;;;20.0;427.0;01;1
2010;;Sep;9.0;72.0;0.0;228.888888;104.5;;;22.0;103.0;01;1
2010;;Ago;2.0;170.0;0.0;114.5;100.0;;;8.0;180.0;01;1
2010;;Jul;12.0;185.0;0.0;181.333333;89.345945;;;15.0;212.0;01;1
2010;;Jun;5.0;133.0;0.0;233.6;96.511278;;;19.0;157.0;01;1
2010;;May;9.0;76.0;0.0;177.777777;109.039473;;;17.0;102.0;01;1
2010;;Abr;6.0;40.0;0.0;189.0;101.0;;;14.0;60.0;01;1
2010;;Mar;9.0;419.0;0.0;180.555555;94.252983;;;10.0;438.0;01;1
2010;;Feb;5.0;138.0;0.0;193.0;90.869565;;;10.0;153.0;01;1
2010;;Ene;5.0;90.0;0.0;171.6;99.866666;;;4.0;99.0;01;1
2009;;Dic;6.0;285.0;0.0;150.0;93.919298;;;13.0;304.0;01;1
2009;;Nov;9.0;257.0;0.0;209.777777;105.976653;;;21.0;287.0;01;1
2009;;Oct;7.0;59.0;0.0;171.285714;102.576271;;;11.0;77.0;01;1
2009;;Sep;8.0;72.0;0.0;212.75;113.027777;;;17.0;97.0;01;1
2009;;Ago;3.0;168.0;0.0;229.0;110.125;;;4.0;175.0;01;1
2009;;Jul;12.0;194.0;0.0;228.25;109.963917;;;20.0;226.0;01;1
2009;;Jun;6.0;159.0;0.0;156.5;104.08805;;;26.0;191.0;01;1
2009;;May;6.0;161.0;0.0;201.166666;116.298136;;;21.0;188.0;01;1
2009;;Abr;9.0;175.0;0.0;174.444444;110.925714;;;17.0;201.0;01;1
2009;;Mar;12.0;98.0;0.0;219.75;81.653061;;;13.0;123.0;01;1
2009;;Feb;3.0;453.0;0.0;206.0;100.251655;;;13.0;469.0;01;1
2009;;Ene;27.0;529.0;0.0;148.481481;101.992438;;;5.0;561.0;01;1
2008;;Dic;61.0;706.0;0.0;194.786885;106.868271;;;17.0;784.0;01;1
2008;;Nov;6.0;281.0;0.0;219.666666;94.633451;;;22.0;309.0;01;1
2008;;Oct;23.0;163.0;0.0;156.869565;90.693251;;;29.0;215.0;01;1
2008;;Sep;12.0;160.0;0.0;191.75;165.46875;;;20.0;192.0;01;1
2008;;Ago;28.0;146.0;0.0;126.285714;111.342465;;;5.0;179.0;01;1
2008;;Jul;13.0;315.0;0.0;176.230769;104.130158;;;23.0;351.0;01;1
2008;;Jun;31.0;464.0;0.0;149.032258;98.956896;;;16.0;511.0;01;1
2008;;May;24.0;365.0;1.0;183.166666;96.616438;;;26.0;416.0;01;1
2008;;Abr;16.0;292.0;0.0;190.625;119.061643;;;17.0;325.0;01;1
2008;;Mar;10.0;27.0;0.0;153.9;98.74074;;;13.0;50.0;01;1
2008;;Feb;24.0;195.0;0.0;191.625;120.246153;;;30.0;249.0;01;1
2008;;Ene;18.0;387.0;0.0;190.055555;125.033591;;;20.0;425.0;01;1
2007;;Dic;14.0;72.0;0.0;161.714285;118.263888;;;10.0;96.0;01;1
2007;;Nov;9.0;387.0;0.0;200.444444;115.591731;;;24.0;420.0;01;1
2007;;Oct;18.0;559.0;0.0;203.111111;112.159212;;;20.0;597.0;01;1
2007;;Sep;16.0;323.0;0.0;171.5;111.517027;;;28.0;367.0;01;1
2007;;Ago;12.0;108.0;0.0;176.083333;97.342592;;;7.0;127.0;01;1
2007;;Jul;21.0;329.0;0.0;206.047619;111.775075;;;20.0;370.0;01;1
2007;;Jun;43.0;1036.0;0.0;172.418604;105.40637;;;14.0;1093.0;01;1
2007;;May;24.0;136.0;0.0;177.916666;115.463235;;;31.0;191.0;01;1
2007;;Abr;20.0;215.0;0.0;190.8;94.36279;;;17.0;252.0;01;1
2007;;Mar;25.0;305.0;0.0;214.48;107.927868;;;25.0;355.0;01;1
2007;;Feb;26.0;252.0;0.0;166.230769;111.916666;;;20.0;298.0;01;1
2007;;Ene;30.0;876.0;0.0;201.866666;116.271689;;;16.0;922.0;01;1
2006;;Dic;21.0;279.0;0.0;196.428571;97.573476;;;18.0;318.0;01;1
2006;;Nov;31.0;142.0;0.0;220.354838;117.56338;;;29.0;202.0;01;1
2006;;Oct;42.0;153.0;0.0;158.357142;102.137254;;;18.0;213.0;01;1
2006;;Sep;28.0;806.0;0.0;205.392857;109.17866;;;22.0;856.0;01;1
2006;;Ago;8.0;10.0;0.0;215.125;139.9;;;5.0;23.0;01;1
2006;;Jul;153.0;390.0;1.0;157.38562;106.402564;;;23.0;567.0;01;1
2006;;Jun;34.0;413.0;0.0;191.029411;110.661016;;;27.0;474.0;01;1
2006;;May;75.0;499.0;0.0;184.293333;105.266533;;;30.0;604.0;01;1
2006;;Abr;68.0;14.0;0.0;146.352941;106.785714;;;24.0;106.0;01;1
2006;;Mar;69.0;633.0;0.0;172.304347;98.082148;;;15.0;717.0;01;1
2006;;Feb;86.0;670.0;0.0;175.709302;92.877611;;;29.0;785.0;01;1
2006;;Ene;40.0;346.0;0.0;176.7;108.280346;;;23.0;409.0;01;1
2005;;Dic;68.0;702.0;0.0;149.117647;104.390313;;;34.0;804.0;01;1
2005;;Nov;18.0;508.0;0.0;207.666666;92.521653;;;23.0;549.0;01;1
2005;;Oct;47.0;222.0;0.0;192.702127;101.18018;;;15.0;284.0;01;1
2005;;Sep;43.0;381.0;0.0;168.837209;106.913385;;;14.0;438.0;01;1
2005;;Ago;22.0;86.0;0.0;159.681818;110.058139;;;8.0;116.0;01;1
2005;;Jul;153.0;390.0;1.0;157.38562;106.402564;;;23.0;567.0;01;1
2005;;Jun;43.0;555.0;0.0;195.372093;97.192792;;;33.0;631.0;01;1
2005;;May;61.0;527.0;0.0;155.590163;101.781783;;;38.0;626.0;01;1
2005;;Abr;32.0;10.0;0.0;170.0;114.9;;;12.0;54.0;01;1
2005;;Mar;158.0;135.0;0.0;178.816455;100.118518;;;25.0;318.0;01;1
2005;;Feb;187.0;120.0;0.0;216.010695;123.5;;;14.0;321.0;01;1
2005;;Ene;32.0;62.0;0.0;182.6875;123.806451;;;20.0;114.0;01;1
2004;;Dic;73.0;65.0;0.0;205.013698;104.707692;;;24.0;162.0;01;1
2004;;Nov;70.0;120.0;0.0;164.485714;114.5;;;52.0;242.0;01;1
2004;;Oct;208.0;66.0;0.0;118.735576;111.30303;;;51.0;325.0;01;1
2004;;Sep;67.0;120.0;0.0;201.388059;96.841666;;;20.0;207.0;01;1
2004;;Ago;2.0;0.0;0.0;203.5;0.0;;;0.0;2.0;01;1
2004;;Jul;83.0;93.0;0.0;190.06024;108.397849;;;48.0;224.0;01;1
2004;;Jun;169.0;260.0;0.0;131.633136;114.573076;;;39.0;468.0;01;1
2004;;May;115.0;290.0;0.0;182.165217;121.220689;;;15.0;420.0;01;1
2004;;Abr;38.0;653.0;0.0;170.868421;102.996937;;;8.0;699.0;01;1
2004;;Mar;124.0;281.0;0.0;125.032258;106.548042;;;18.0;423.0;01;1
2004;;Feb;134.0;93.0;0.0;149.91791;126.0;;;24.0;251.0;01;1
2004;;Ene;26.0;57.0;0.0;183.5;112.210526;;;26.0;109.0;01;1
2003;;Dic;73.0;245.0;0.0;158.082191;121.987755;;;5.0;323.0;01;1
2003;;Nov;44.0;470.0;0.0;212.977272;108.774468;;;30.0;544.0;01;1
2003;;Oct;90.0;320.0;24.0;157.133333;115.409375;;;12.0;446.0;01;1
2003;;Sep;73.0;345.0;0.0;163.835616;110.072463;;;24.0;442.0;01;1
2003;;Ago;6.0;0.0;0.0;124.5;0.0;;;2.0;8.0;01;1
2003;;Jul;100.0;411.0;1.0;161.8;118.871046;;;32.0;544.0;01;1
2003;;Jun;79.0;285.0;24.0;145.443037;107.933333;;;21.0;409.0;01;1
2003;;May;95.0;475.0;0.0;159.652631;95.018947;;;17.0;587.0;01;1
2003;;Abr;114.0;729.0;0.0;180.070175;103.404663;;;16.0;859.0;01;1
2003;;Mar;30.0;87.0;0.0;192.3;109.689655;;;11.0;128.0;01;1
2003;;Feb;139.0;172.0;0.0;141.08633;104.848837;;;55.0;366.0;01;1
2003;;Ene;51.0;513.0;0.0;164.078431;99.602339;;;16.0;580.0;01;1
2002;;Dic;31.0;224.0;0.0;175.032258;110.808035;;;27.0;282.0;01;1
2002;;Nov;173.0;80.0;0.0;139.699421;84.3625;;;14.0;267.0;01;1
2002;;Oct;48.0;140.0;0.0;176.4375;96.707142;;;95.0;283.0;01;1
2002;;Sep;84.0;113.0;0.0;165.023809;103.079646;;;14.0;211.0;01;1
2002;;Ago;5.0;6.0;0.0;146.8;114.333333;;;9.0;20.0;01;1
2002;;Jul;136.0;304.0;0.0;131.617647;110.588815;;;39.0;479.0;01;1
2002;;Jun;83.0;104.0;0.0;140.674698;100.125;;;14.0;201.0;01;1
2002;;May;542.0;133.0;0.0;103.824723;103.586466;;;7.0;682.0;01;1
2002;;Abr;121.0;145.0;0.0;173.528925;116.827586;;;13.0;279.0;01;1
2002;;Mar;75.0;106.0;0.0;185.013333;92.113207;;;12.0;193.0;01;1
2002;;Feb;50.0;0.0;0.0;142.64;0.0;;;18.0;68.0;01;1
2002;;Ene;167.0;21.0;1.0;126.982035;127.095238;;;13.0;202.0;01;1
2001;;Dic;71.0;68.0;0.0;168.591549;113.044117;;;15.0;154.0;01;1
2001;;Nov;43.0;125.0;0.0;207.395348;124.936;;;34.0;202.0;01;1
2001;;Oct;65.0;299.0;6.0;183.676923;121.936454;;;22.0;392.0;01;1
2001;;Sep;49.0;438.0;0.0;200.877551;86.908675;;;12.0;499.0;01;1
2001;;Ago;9.0;0.0;0.0;160.333333;0.0;;;1.0;10.0;01;1
2001;;Jul;95.0;243.0;0.0;156.136842;116.962962;;;21.0;359.0;01;1
2001;;Jun;42.0;60.0;0.0;161.857142;89.083333;;;25.0;127.0;01;1
2001;;May;60.0;10.0;0.0;208.316666;91.4;;;24.0;94.0;01;1
2001;;Abr;127.0;32.0;0.0;104.519685;61.1875;;;26.0;185.0;01;1
2001;;Mar;43.0;30.0;0.0;166.767441;116.566666;;;22.0;95.0;01;1
2001;;Feb;56.0;60.0;0.0;153.535714;105.766666;;;10.0;126.0;01;1
2001;;Ene;31.0;24.0;2.0;170.48387;101.0;;;12.0;69.0;01;1
2000;;Dic;158.0;9.0;0.0;158.930379;64.111111;;;37.0;204.0;01;1
2000;;Nov;31.0;30.0;0.0;154.580645;110.7;;;8.0;69.0;01;1
2000;;Oct;81.0;226.0;0.0;173.987654;104.676991;;;9.0;316.0;01;1
2000;;Sep;60.0;42.0;0.0;178.8;121.142857;;;6.0;108.0;01;1
2000;;Ago;0.0;0.0;0.0;0.0;0.0;;;3.0;3.0;01;1
2000;;Jul;29.0;44.0;0.0;172.482758;122.022727;;;17.0;90.0;01;1
2000;;Jun;29.0;18.0;0.0;161.241379;102.0;;;8.0;55.0;01;1
2000;;May;33.0;164.0;0.0;150.151515;112.640243;;;19.0;216.0;01;1
2000;;Abr;47.0;0.0;0.0;187.489361;0.0;;;26.0;73.0;01;1
2000;;Mar;104.0;59.0;0.0;130.913461;111.254237;;;45.0;208.0;01;1
2000;;Feb;81.0;249.0;0.0;150.962962;110.064257;;;22.0;352.0;01;1
2000;;Ene;9.0;169.0;0.0;164.555555;113.923076;;;13.0;191.0;01;1
1999;;Dic;30.0;156.0;0.0;160.766666;117.974358;;;13.0;199.0;01;1
1999;;Nov;118.0;171.0;0.0;164.288135;119.48538;;;24.0;313.0;01;1
1999;;Oct;66.0;417.0;16.0;145.515151;115.093525;;;26.0;525.0;01;1
1999;;Sep;26.0;144.0;0.0;189.153846;105.034722;;;15.0;185.0;01;1
1999;;Ago;10.0;48.0;0.0;121.5;118.125;;;1.0;59.0;01;1
1999;;Jul;58.0;561.0;0.0;201.362068;108.206773;;;27.0;646.0;01;1
1999;;Jun;30.0;449.0;1.0;160.7;99.69265;;;12.0;492.0;01;1
1999;;May;39.0;344.0;0.0;177.358974;104.206395;;;30.0;413.0;01;1
1999;;Abr;31.0;14.0;1.0;169.870967;105.071428;;;19.0;65.0;01;1
1999;;Mar;39.0;79.0;0.0;158.410256;112.126582;;;38.0;156.0;01;1
1999;;Feb;37.0;189.0;0.0;142.054054;93.179894;;;8.0;234.0;01;1
1999;;Ene;18.0;14.0;0.0;180.666666;115.357142;;;9.0;41.0;01;1
1998;;Dic;116.0;97.0;0.0;104.896551;92.340206;;;3.0;216.0;01;1
1998;;Nov;45.0;47.0;0.0;181.511111;90.617021;;;8.0;100.0;01;1
1998;;Oct;42.0;222.0;0.0;134.619047;102.207207;;;52.0;316.0;01;1
1998;;Sep;39.0;270.0;2.0;176.794871;95.674074;;;8.0;319.0;01;1
1998;;Ago;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;01;1
1998;;Jul;69.0;283.0;0.0;169.826086;99.876325;;;31.0;383.0;01;1
1998;;Jun;37.0;140.0;0.0;168.945945;104.357142;;;14.0;191.0;01;1
1998;;May;52.0;67.0;0.0;150.596153;103.149253;;;35.0;154.0;01;1
1998;;Abr;29.0;121.0;0.0;148.655172;109.520661;;;22.0;172.0;01;1
1998;;Mar;41.0;183.0;0.0;182.829268;100.590163;;;20.0;244.0;01;1
1998;;Feb;62.0;60.0;1.0;163.645161;108.05;;;12.0;135.0;01;1
1998;;Ene;9.0;32.0;0.0;166.0;104.40625;;;3.0;44.0;01;1
1997;;Dic;44.0;31.0;0.0;125.863636;127.741935;;;48.0;123.0;01;1
1997;;Nov;27.0;6.0;1.0;188.296296;73.333333;;;13.0;47.0;01;1
1997;;Oct;52.0;170.0;0.0;150.615384;99.670588;;;24.0;246.0;01;1
1997;;Sep;23.0;62.0;0.0;157.347826;114.82258;;;9.0;94.0;01;1
1997;;Ago;59.0;0.0;0.0;134.169491;0.0;;;7.0;66.0;01;1
1997;;Jul;45.0;150.0;1.0;160.333333;107.32;;;13.0;209.0;01;1
1997;;Jun;17.0;132.0;0.0;162.235294;106.166666;;;11.0;160.0;01;1
1997;;May;29.0;242.0;0.0;148.172413;113.347107;;;35.0;306.0;01;1
1997;;Abr;20.0;33.0;0.0;161.45;122.121212;;;2.0;55.0;01;1
1997;;Mar;30.0;40.0;0.0;164.3;130.6;;;24.0;94.0;01;1
1997;;Feb;40.0;158.0;0.0;179.2;103.113924;;;7.0;205.0;01;1
1997;;Ene;16.0;73.0;0.0;179.8125;104.342465;;;17.0;106.0;01;1
1996;;Dic;17.0;88.0;0.0;143.529411;120.886363;;;15.0;120.0;01;1
1996;;Nov;29.0;160.0;0.0;171.310344;110.43125;;;7.0;196.0;01;1
1996;;Oct;28.0;20.0;0.0;182.035714;258.7;;;12.0;60.0;01;1
1996;;Sep;9.0;14.0;0.0;172.333333;171.428571;;;13.0;36.0;01;1
